enumset1__t69_enumset1 Prover9---0705 Theorem 0.2
finset_1__t13_finset_1 Prover9---0705 Theorem 29.3
compts_1__t13_compts_1 Prover9---0705 Timeout 300.3
finset_1__t15_finset_1 Prover9---0705 Timeout 303.2
finset_1__t26_finset_1 Prover9---0705 Timeout 300.6
filter_1__t32_filter_1 Prover9---0705 Timeout 309.5
finset_1__t17_finset_1 Prover9---0705 Timeout 303.4
funct_1__l82_funct_1 Prover9---0705 Timeout 303.2
funct_1__t145_funct_1 Prover9---0705 Timeout 303.3
finset_1__t18_finset_1 Prover9---0705 Timeout 301.0
funct_1__t146_funct_1 Prover9---0705 Timeout 303.3
connsp_2__t5_connsp_2 Prover9---0705 Timeout 304.2
funct_1__t55_funct_1 Prover9---0705 Theorem 1.2
funct_1__t35_funct_1 Prover9---0705 Theorem 85.9
funct_1__t147_funct_1 Prover9---0705 Timeout 303.1
funct_1__t22_funct_1 Prover9---0705 Timeout 303.0
funct_1__t23_funct_1 Prover9---0705 Timeout 303.0
funct_1__t34_funct_1 Prover9---0705 Timeout 302.5
funct_1__t54_funct_1 Prover9---0705 Timeout 302.4
funct_1__t21_funct_1 Prover9---0705 Timeout 302.3
funct_1__t57_funct_1 Prover9---0705 Timeout 303.0
funct_1__t62_funct_1 Prover9---0705 Timeout 303.2
funct_1__t68_funct_1 Prover9---0705 Timeout 303.2
funct_2__t46_funct_2 Prover9---0705 Theorem 37.5
funct_2__t9_funct_2 Prover9---0705 Theorem 63.5
funct_1__t70_funct_1 Prover9---0705 Timeout 303.2
funct_1__t72_funct_1 Prover9---0705 Timeout 303.2
funct_2__t21_funct_2 Prover9---0705 Timeout 303.0
funct_1__t8_funct_1 Prover9---0705 Timeout 302.4
funct_2__t6_funct_2 Prover9---0705 Timeout 303.1
lattice3__t28_lattice3 Prover9---0705 Timeout 309.4
lattice3__t1_lattice3 Prover9---0705 Timeout 309.3
lattice3__t29_lattice3 Prover9---0705 Timeout 309.4
lattice3__t2_lattice3 Prover9---0705 Timeout 309.4
lattice3__t30_lattice3 Prover9---0705 Timeout 309.4
lattice3__t31_lattice3 Prover9---0705 Timeout 309.1
ordinal1__t10_ordinal1 Prover9---0705 Theorem 8.2
lattice3__t34_lattice3 Prover9---0705 Timeout 309.2
lattice3__t3_lattice3 Prover9---0705 Timeout 309.4
lattice3__t50_lattice3 Prover9---0705 Timeout 309.1
lattice3__t7_lattice3 Prover9---0705 Timeout 308.8
lattices__t23_lattices Prover9---0705 Timeout 309.2
lattices__t26_lattices Prover9---0705 Timeout 302.3
orders_2__t25_orders_2 Prover9---0705 Timeout 300.2
mcart_1__t7_mcart_1 Prover9---0705 Timeout 301.8
orders_2__t26_orders_2 Prover9---0705 Timeout 300.2
ordinal1__t21_ordinal1 Prover9---0705 Timeout 302.0
ordinal1__t23_ordinal1 Prover9---0705 Timeout 302.8
ordinal1__t24_ordinal1 Prover9---0705 Timeout 302.9
ordinal1__t31_ordinal1 Prover9---0705 Timeout 303.1
ordinal1__t32_ordinal1 Prover9---0705 Timeout 302.9
ordinal1__t3_ordinal1 Prover9---0705 Timeout 302.1
ordinal1__t33_ordinal1 Prover9---0705 Timeout 302.3
ordinal1__t41_ordinal1 Prover9---0705 Timeout 303.1
ordinal1__t42_ordinal1 Prover9---0705 Timeout 303.0
pre_topc__t12_pre_topc Prover9---0705 Timeout 309.1
pre_topc__t15_pre_topc Prover9---0705 Timeout 309.2
relat_1__t116_relat_1 Prover9---0705 Theorem 93.8
relat_1__t118_relat_1 Prover9---0705 Theorem 2.8
pre_topc__t17_pre_topc Prover9---0705 Timeout 309.0
pre_topc__t22_pre_topc Prover9---0705 Timeout 308.7
pre_topc__t44_pre_topc Prover9---0705 Timeout 308.8
pre_topc__t45_pre_topc Prover9---0705 Timeout 309.0
pre_topc__t48_pre_topc Prover9---0705 Timeout 308.8
pre_topc__t46_pre_topc Prover9---0705 Timeout 308.8
pre_topc__t52_pre_topc Prover9---0705 Timeout 309.1
relat_1__t115_relat_1 Prover9---0705 Timeout 302.5
relat_1__t117_relat_1 Prover9---0705 Timeout 302.7
relat_1__t119_relat_1 Prover9---0705 Timeout 303.4
relat_1__t140_relat_1 Prover9---0705 Timeout 303.5
relat_1__t143_relat_1 Prover9---0705 Timeout 301.8
relat_1__t144_relat_1 Prover9---0705 Timeout 303.5
relat_1__t145_relat_1 Prover9---0705 Timeout 303.2
relat_1__t166_relat_1 Prover9---0705 Timeout 302.1
relat_1__t146_relat_1 Prover9---0705 Timeout 303.3
relat_1__t167_relat_1 Prover9---0705 Timeout 303.3
relat_1__t160_relat_1 Prover9---0705 Timeout 303.2
relat_1__t174_relat_1 Prover9---0705 Timeout 302.9
relat_1__t178_relat_1 Prover9---0705 Timeout 303.4
relat_1__t56_relat_1 Prover9---0705 Theorem 45.1
relat_1__t20_relat_1 Prover9---0705 Timeout 303.3
relat_1__t21_relat_1 Prover9---0705 Timeout 303.1
relat_1__t25_relat_1 Prover9---0705 Timeout 302.6
relat_1__t30_relat_1 Prover9---0705 Timeout 303.0
relat_1__t37_relat_1 Prover9---0705 Timeout 302.8
relat_1__t44_relat_1 Prover9---0705 Timeout 303.0
relat_1__t46_relat_1 Prover9---0705 Timeout 302.7
relat_1__t45_relat_1 Prover9---0705 Timeout 302.8
relat_1__t60_relat_1 Prover9---0705 Theorem 139.7
relat_1__t64_relat_1 Prover9---0705 Theorem 112.1
relat_1__t99_relat_1 Prover9---0705 Theorem 2.4
relat_1__t65_relat_1 Prover9---0705 Theorem 112.5
relat_1__t47_relat_1 Prover9---0705 Timeout 302.6
relat_1__t74_relat_1 Prover9---0705 Timeout 301.0
relat_1__t71_relat_1 Prover9---0705 Timeout 302.2
relat_1__t86_relat_1 Prover9---0705 Timeout 301.2
relat_1__t88_relat_1 Prover9---0705 Timeout 303.0
relat_1__t90_relat_1 Prover9---0705 Timeout 303.3
subset_1__l3_subset_1 Prover9---0705 Theorem 0.8
setfam_1__t46_setfam_1 Prover9---0705 Theorem 0.7
relat_1__t94_relat_1 Prover9---0705 Timeout 303.1
relset_1__t12_relset_1 Prover9---0705 Timeout 301.8
relset_1__t14_relset_1 Prover9---0705 Timeout 301.9
subset_1__t54_subset_1 Prover9---0705 Theorem 0.6
relset_1__t16_relset_1 Prover9---0705 Timeout 302.2
relset_1__t22_relset_1 Prover9---0705 Timeout 301.8
subset_1__t50_subset_1 Prover9---0705 Theorem 115.5
subset_1__t43_subset_1 Prover9---0705 Theorem 132.1
relset_1__t23_relset_1 Prover9---0705 Timeout 301.8
setfam_1__t47_setfam_1 Prover9---0705 Timeout 301.3
setfam_1__t48_setfam_1 Prover9---0705 Timeout 301.4
subset_1__l71_subset_1 Prover9---0705 Timeout 303.6
tex_2__t5_tex_2 Prover9---0705 Timeout 309.1
tmap_1__t91_tmap_1 Prover9---0705 Timeout 309.1
tops_1__l40_tops_1 Prover9---0705 Timeout 308.8
tops_1__t29_tops_1 Prover9---0705 Timeout 309.3
tops_1__t30_tops_1 Prover9---0705 Timeout 308.6
tops_2__t10_tops_2 Prover9---0705 Theorem 145.4
tops_1__t44_tops_1 Prover9---0705 Timeout 308.7
tops_2__t5_tops_2 Prover9---0705 Theorem 122.6
tops_1__t51_tops_1 Prover9---0705 Timeout 308.8
tops_1__t55_tops_1 Prover9---0705 Timeout 308.6
tops_2__t11_tops_2 Prover9---0705 Timeout 301.8
tops_2__t12_tops_2 Prover9---0705 Timeout 301.7
tops_2__t13_tops_2 Prover9---0705 Timeout 300.3
tops_2__t16_tops_2 Prover9---0705 Timeout 303.1
tops_2__t17_tops_2 Prover9---0705 Timeout 300.2
waybel_0__t8_waybel_0 Prover9---0705 Timeout 300.3
waybel_0__t1_waybel_0 Prover9---0705 Timeout 308.8
waybel_7__t11_waybel_7 Prover9---0705 Timeout 308.4
waybel_7__t4_waybel_7 Prover9---0705 Timeout 310.0
waybel_7__t8_waybel_7 Prover9---0705 Timeout 308.5
waybel_9__t12_waybel_9 Prover9---0705 Timeout 309.0
waybel_9__t16_waybel_9 Prover9---0705 Timeout 308.8
waybel_9__t29_waybel_9 Prover9---0705 Timeout 308.7
wellord1__l1_wellord1 Prover9---0705 Timeout 303.2
wellord1__l29_wellord1 Prover9---0705 Timeout 308.9
wellord1__l2_wellord1 Prover9---0705 Timeout 303.3
wellord1__l3_wellord1 Prover9---0705 Timeout 303.3
wellord1__l4_wellord1 Prover9---0705 Timeout 302.1
wellord1__t16_wellord1 Prover9---0705 Timeout 308.9
wellord1__t17_wellord1 Prover9---0705 Timeout 308.7
wellord1__t18_wellord1 Prover9---0705 Timeout 308.7
wellord1__t19_wellord1 Prover9---0705 Timeout 309.0
wellord1__t20_wellord1 Prover9---0705 Timeout 308.9
wellord1__t21_wellord1 Prover9---0705 Timeout 308.7
wellord1__t22_wellord1 Prover9---0705 Timeout 309.1
wellord1__t54_wellord1 Prover9---0705 Theorem 9.8
wellord1__t23_wellord1 Prover9---0705 Timeout 301.7
wellord1__t24_wellord1 Prover9---0705 Timeout 301.9
wellord1__t25_wellord1 Prover9---0705 Timeout 302.0
wellord1__t31_wellord1 Prover9---0705 Timeout 302.0
wellord1__t32_wellord1 Prover9---0705 Timeout 301.9
wellord1__t39_wellord1 Prover9---0705 Timeout 301.8
wellord1__t49_wellord1 Prover9---0705 Timeout 301.8
wellord1__t53_wellord1 Prover9---0705 Timeout 302.0
wellord1__t5_wellord1 Prover9---0705 Timeout 302.1
wellord1__t8_wellord1 Prover9---0705 Timeout 302.5
wellord2__l30_wellord2 Prover9---0705 Timeout 301.9
xboole_0__t3_xboole_0 Prover9---0705 Theorem 0.7
xboole_0__t4_xboole_0 Prover9---0705 Theorem 0.1
wellord2__t25_wellord2 Prover9---0705 Timeout 301.7
xboole_1__t12_xboole_1 Prover9---0705 Theorem 0.1
xboole_1__l32_xboole_1 Prover9---0705 Theorem 1.0
xboole_1__t19_xboole_1 Prover9---0705 Theorem 1.5
xboole_1__t17_xboole_1 Prover9---0705 Theorem 0.3
xboole_1__t26_xboole_1 Prover9---0705 Theorem 0.1
xboole_1__t1_xboole_1 Prover9---0705 Theorem 0.0
xboole_1__t2_xboole_1 Prover9---0705 Theorem 0.0
xboole_1__t28_xboole_1 Prover9---0705 Theorem 0.1
xboole_1__t36_xboole_1 Prover9---0705 Theorem 0.5
xboole_1__t37_xboole_1 Prover9---0705 Theorem 0.6
wellord2__t26_wellord2 Prover9---0705 Timeout 301.8
xboole_1__t3_xboole_1 Prover9---0705 Theorem 0.0
wellord2__t28_wellord2 Prover9---0705 Timeout 303.1
xboole_1__t45_xboole_1 Prover9---0705 Theorem 0.0
wellord2__t2_wellord2 Prover9---0705 Timeout 301.9
wellord2__t3_wellord2 Prover9---0705 Timeout 302.1
xboole_1__t60_xboole_1 Prover9---0705 Theorem 0.0
xboole_1__t63_xboole_1 Prover9---0705 Theorem 0.2
xboole_1__t83_xboole_1 Prover9---0705 Theorem 0.6
xboole_1__t7_xboole_1 Prover9---0705 Theorem 0.9
xboole_1__t8_xboole_1 Prover9---0705 Theorem 6.2
wellord2__t4_wellord2 Prover9---0705 Timeout 301.7
wellord2__t6_wellord2 Prover9---0705 Timeout 301.8
wellord2__t5_wellord2 Prover9---0705 Timeout 301.8
wellord2__t7_wellord2 Prover9---0705 Timeout 301.9
xboole_1__t33_xboole_1 Prover9---0705 Timeout 302.2
xboole_1__t39_xboole_1 Prover9---0705 Timeout 301.7
xboole_1__t40_xboole_1 Prover9---0705 Timeout 301.8
xboole_1__t48_xboole_1 Prover9---0705 Timeout 301.8
yellow_0__t15_yellow_0 Prover9---0705 Timeout 308.9
yellow_0__t16_yellow_0 Prover9---0705 Timeout 308.9
yellow_0__t30_yellow_0 Prover9---0705 Timeout 309.1
yellow_0__t44_yellow_0 Prover9---0705 Timeout 308.9
yellow_0__t29_yellow_0 Prover9---0705 Timeout 308.8
